,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
91,538892,1,544074,9640210,1.0,2.0,4.0,-23.5953,91.3571,2.35166,-161.322
156,538892,0,544074,17697435,1.0,,,,,,
162,538892,0,544074,18132297,1.0,,,,,,
165,538892,0,544074,18337188,1.0,,,,,,
178,538892,0,544074,19361607,1.0,,,,,,
144,538892,0,541619,16628392,1.0,,,,,,
146,538892,0,541619,16897710,1.0,,,,,,
151,538892,0,541619,17499134,1.0,,,,,,
170,538892,0,541619,18973146,1.0,,,,,,
183,538892,0,541619,20000695,1.0,,,,,,
99,538892,1,493652,10142894,1.0,2.0,5.0,-23.5953,91.3571,24.9831,155.446
3,538892,0,614761,2020424,1.0,,,,,,
13,538892,1,500813,3695899,1.0,2.0,1.0,-23.5953,91.3571,-29.1714,-10.493
50,538892,0,500813,6547149,1.0,,,,,,
69,538892,1,500813,8277723,1.0,2.0,1.0,-23.5953,91.3571,-29.1714,-10.493
84,538892,1,607386,9366388,1.0,2.0,0.0,-23.5953,91.3571,33.5741,-40.3904
2,538892,1,572391,1749455,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427
58,538892,1,572391,7238975,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427
67,538892,1,572391,8055403,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427
184,538892,6,509607,20023756,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0
71,538892,1,542965,8521304,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4
81,538892,1,542965,9173851,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4
148,544074,1,538892,17121072,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571
154,544074,1,538892,17601232,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571
160,544074,0,538892,17934517,1.0,,,,,,
166,544074,0,538892,18636988,1.0,,,,,,
167,544074,1,538892,18711916,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571
85,541619,0,538892,9412792,1.0,,,,,,
161,541619,0,538892,17989009,1.0,,,,,,
189,541619,0,538892,20176137,1.0,,,,,,
100,541619,0,493652,10234286,1.0,,,,,,
107,541619,0,516236,10533925,1.0,,,,,,
79,493652,1,538892,9115787,1.0,5.0,2.0,24.9831,155.446,-23.5953,91.3571
108,493652,0,538892,10571496,1.0,,,,,,
123,493652,0,538892,11235305,1.0,,,,,,
104,493652,1,541619,10335267,1.0,5.0,4.0,24.9831,155.446,5.91178,-161.276
94,493652,1,516236,9732498,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531
78,493652,1,607386,9064253,1.0,5.0,0.0,24.9831,155.446,33.5741,-40.3904
32,614761,0,538892,5552690,1.0,,,,,,
33,614761,1,538892,5568861,1.0,1.0,2.0,-27.7842,-8.74823,-23.5953,91.3571
14,614761,1,572391,3942418,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427
28,614761,0,572391,5120855,1.0,,,,,,
75,614761,1,572391,9032836,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427
113,614761,1,572391,10706025,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427
118,614761,1,572391,10985332,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427
1,614761,1,542965,1672686,1.0,1.0,2.0,-27.7842,-8.74823,-21.896,89.4
7,614761,0,542965,2430149,1.0,,,,,,
12,614761,0,542965,3657899,1.0,,,,,,
62,614761,0,542965,7616725,1.0,,,,,,
98,614761,1,542965,10045065,1.0,1.0,2.0,-27.7842,-8.74823,-21.896,89.4
101,516236,1,538892,10245839,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571
120,516236,1,538892,11075131,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571
9,500813,0,538892,2975300,1.0,,,,,,
106,607386,0,538892,10473136,1.0,,,,,,
122,607386,0,538892,11212797,1.0,,,,,,
103,607386,0,516236,10300433,1.0,,,,,,
173,542965,6,509607,19073356,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
196,570284,6,509607,24948556,1.0,5.0,4.0,22.0,156.0,1.0,-165.0
204,570284,6,561157,28663756,6.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
199,570284,6,625756,26503756,4.0,4.0,3.0,1.0,-165.0,-25.0,-111.0
145,599441,6,509607,16826956,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0
142,599441,6,625756,15703756,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0
147,534034,6,509607,16999756,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0
143,534034,6,625756,15876556,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0
201,649553,6,509607,26935756,2.0,5.0,4.0,22.0,156.0,1.0,-165.0
203,649553,6,616453,28577356,6.0,0.0,5.0,33.0,-41.0,22.0,156.0
200,643925,6,509607,26762956,4.0,5.0,4.0,22.0,156.0,1.0,-165.0
205,643925,6,561157,28750156,5.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
155,629627,6,509607,17690956,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0
136,629627,6,657173,13716556,5.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
153,585212,6,509607,17518156,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0
137,585212,6,657173,14321356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
191,464459,6,625756,21233356,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
192,464459,6,499467,21838156,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0
177,635665,6,625756,19332556,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
193,635665,6,499467,22010956,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0
187,568093,6,625756,20110156,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
190,568093,6,499467,20974156,1.0,3.0,2.0,-25.0,-111.0,-22.0,91.0
206,598006,6,657173,29873356,1.0,5.0,1.0,22.0,156.0,-29.0,-13.0
109,542649,2,476813,10573552,398.0,,,,,,
124,542649,2,476813,11457714,123.0,,,,,,
127,542649,2,476813,12032171,171.0,,,,,,
129,542649,2,476813,12110938,364.0,,,,,,
132,542649,2,476813,13053223,110.0,,,,,,
139,542649,2,476813,15115449,150.0,,,,,,
87,542649,0,572391,9466049,1.0,,,,,,
111,542649,0,572391,10573818,1.0,,,,,,
131,542649,0,572391,12641770,1.0,,,,,,
134,542649,0,572391,13490410,1.0,,,,,,
135,542649,0,572391,13687156,1.0,,,,,,
25,542649,0,493094,4889936,1.0,,,,,,
31,542649,0,493094,5549295,1.0,,,,,,
37,542649,0,493094,5695888,1.0,,,,,,
110,572391,3,476813,10573552,398.0,,,,,,
125,572391,3,476813,11457714,123.0,,,,,,
128,572391,3,476813,12032171,171.0,,,,,,
130,572391,3,476813,12110938,364.0,,,,,,
133,572391,3,476813,13053223,110.0,,,,,,
140,572391,3,476813,15115449,150.0,,,,,,
86,572391,0,542649,9421205,1.0,,,,,,
97,572391,0,542649,9906612,1.0,,,,,,
126,572391,0,542649,11961227,1.0,,,,,,
30,572391,0,493094,5415006,1.0,,,,,,
35,572391,0,493094,5600496,1.0,,,,,,
43,572391,0,493094,5946490,1.0,,,,,,
49,572391,0,493094,6264092,1.0,,,,,,
56,572391,0,493094,6969107,1.0,,,,,,
66,572391,0,493094,8028888,1.0,,,,,,
70,572391,0,493094,8396953,1.0,,,,,,
74,572391,0,493094,8951610,1.0,,,,,,
17,493094,0,572391,4299598,1.0,,,,,,
26,493094,0,572391,5001127,1.0,,,,,,
38,493094,0,572391,5768758,1.0,,,,,,
54,493094,0,572391,6741098,1.0,,,,,,
59,493094,0,572391,7257372,1.0,,,,,,
63,493094,0,572391,7632859,1.0,,,,,,
64,493094,0,572391,7691776,1.0,,,,,,
18,536003,0,572391,4571584,1.0,,,,,,
27,536003,0,572391,5047092,1.0,,,,,,
45,536003,0,572391,5997711,1.0,,,,,,
20,521318,0,572391,4751398,1.0,,,,,,
29,521318,0,572391,5380865,1.0,,,,,,
44,521318,0,572391,5953630,1.0,,,,,,
47,521318,0,572391,6088471,1.0,,,,,,
57,521318,0,572391,7234277,1.0,,,,,,
68,521318,0,572391,8119549,1.0,,,,,,
72,521318,0,572391,8698081,1.0,,,,,,
4,614761,1,500813,2220686,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493
11,614761,1,500813,3346166,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493
61,614761,1,500813,7532107,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493
6,500813,0,614761,2380177,1.0,,,,,,
10,500813,1,614761,3117621,1.0,1.0,1.0,-29.1714,-10.493,-27.7842,-8.74823
40,500813,0,614761,5822309,1.0,,,,,,
93,500813,0,614761,9670356,1.0,,,,,,
82,544074,0,493652,9188843,1.0,,,,,,
89,544074,0,493652,9633884,1.0,,,,,,
80,544074,0,607386,9132905,1.0,,,,,,
96,541619,1,544074,9857200,1.0,4.0,4.0,5.91178,-161.276,2.35166,-161.322
185,541619,0,544074,20033852,1.0,,,,,,
73,541619,1,607386,8912739,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904
83,541619,1,607386,9268385,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904
102,493652,1,544074,10284633,1.0,5.0,4.0,24.9831,155.446,2.35166,-161.322
112,493652,1,516236,10607688,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531
121,607386,0,541619,11104277,1.0,,,,,,
115,607386,0,493652,10820701,1.0,,,,,,
